1.000000000000000000e+00,4.751621541611028565e-01,-4.588071140209623033e-01
1.020000000000000018e+00,4.751621541611028565e-01,-4.588071140209623033e-01
1.040000000000000036e+00,4.751621541611028565e-01,-4.588071140209623033e-01
1.060000000000000053e+00,4.751621541611028565e-01,-4.588071140209623033e-01
1.080000000000000071e+00,4.751621541611028565e-01,-4.588071140209623033e-01
1.100000000000000089e+00,4.751621541611028565e-01,-4.588071140209623033e-01
1.120000000000000107e+00,4.751621541611028565e-01,-4.588071140209623033e-01
1.139999999999999902e+00,4.751621541611029120e-01,-4.588071140209623033e-01
1.159999999999999920e+00,4.751621541611028565e-01,-4.588071140209622478e-01
1.179999999999999938e+00,4.751621541611029120e-01,-4.588071140209623033e-01
1.199999999999999956e+00,4.751621541611028565e-01,-4.588071140209622478e-01
