1.499999999999999944e-01,1.124714014919631744e+00,-1.124147181202070023e+00
1.700000000000000122e-01,1.069934811092623228e+00,-1.069746207940874605e+00
1.799999999999999933e-01,1.044765251344712764e+00,-1.044685964494122654e+00
2.000000000000000111e-01,9.981029315857002926e-01,-9.981027823340405947e-01
2.200000000000000011e-01,9.555752203061096406e-01,-9.554898555421396100e-01
2.399999999999999911e-01,9.164674482915078357e-01,-9.161539900719064544e-01
2.500000000000000000e-01,8.980202958219761777e-01,-8.975448429632318925e-01
2.700000000000000178e-01,8.630570581785679263e-01,-8.621713426179661299e-01
2.899999999999999800e-01,8.303606766813086404e-01,-8.289607990003662330e-01
2.999999999999999889e-01,8.147643492357923289e-01,-8.130721610934014132e-01
3.200000000000000067e-01,7.849110329447783752e-01,-7.825703865204987064e-01
3.400000000000000244e-01,7.566577549625800314e-01,-7.535914544324844311e-01
3.599999999999999867e-01,7.298135067593034542e-01,-7.259529742872923297e-01
3.699999999999999956e-01,7.168682763188385376e-01,-7.125873726166914723e-01
3.900000000000000133e-01,6.918418939295589709e-01,-6.866782806827196328e-01
4.099999999999999756e-01,6.678624816094632655e-01,-6.617658464424885922e-01
4.199999999999999845e-01,6.562298778801575194e-01,-6.496498701229085349e-01
4.400000000000000022e-01,6.336155835038189688e-01,-6.260389044467939978e-01
4.600000000000000200e-01,6.117933616637195593e-01,-6.031849468561190086e-01
4.799999999999999822e-01,5.906808371191458740e-01,-5.810112190538048171e-01
4.899999999999999911e-01,5.803672606844249016e-01,-5.701576911145770366e-01
5.100000000000000089e-01,5.601824040496057311e-01,-5.488775698915524526e-01
5.300000000000000266e-01,5.405340853185581773e-01,-5.281179161996906180e-01
5.400000000000000355e-01,5.308923309323430040e-01,-5.179161223999105834e-01
5.600000000000000533e-01,5.119382761089770195e-01,-4.978365841212395448e-01
5.799999999999999600e-01,4.933787289367035922e-01,-4.781488876844554592e-01
5.999999999999999778e-01,4.751621541611028565e-01,-4.588071140209622478e-01
6.099999999999999867e-01,4.661668809398992197e-01,-4.492521742859295619e-01
6.300000000000000044e-01,4.483717782951145425e-01,-4.303474489794039681e-01
6.500000000000000222e-01,4.307967792177547217e-01,-4.116812312458849599e-01
6.600000000000000311e-01,4.220765701061637287e-01,-4.024244923435770782e-01
6.800000000000000488e-01,4.047396809520739103e-01,-3.840374369228599649e-01
6.999999999999999556e-01,3.874980101569144297e-01,-3.657830702344972429e-01
7.199999999999999734e-01,3.702975133398523910e-01,-3.476166396813493709e-01
7.299999999999999822e-01,3.616946668320439318e-01,-3.385516332276232165e-01
7.500000000000000000e-01,3.444445198162072730e-01,-3.204262543715923339e-01
7.700000000000000178e-01,3.270769917145861516e-01,-3.022605044278987019e-01
7.800000000000000266e-01,3.183250009570516847e-01,-2.931432611557365231e-01
8.000000000000000444e-01,3.006287475609672466e-01,-2.747961030109947744e-01
8.199999999999999512e-01,2.825882056965805522e-01,-2.562300753905263351e-01
8.399999999999999689e-01,2.640752601589689830e-01,-2.373458884987822426e-01
8.499999999999999778e-01,2.545919370134784310e-01,-2.277462043569801198e-01
8.699999999999999956e-01,2.350439313458169144e-01,-2.081338399073777989e-01
8.900000000000000133e-01,2.144929257271660783e-01,-1.877969966324163908e-01
9.000000000000000222e-01,2.037277377467895112e-01,-1.772705361298706206e-01
9.200000000000000400e-01,1.808843965646466379e-01,-1.552486003880129695e-01
9.399999999999999467e-01,1.555776409878063815e-01,-1.313954938329415789e-01
9.599999999999999645e-01,1.262350865981858861e-01,-1.045241934508945592e-01
9.699999999999999734e-01,1.090142501935058017e-01,-8.917561220588839099e-02
9.899999999999999911e-01,6.265456956178168391e-02,-4.951824675108863760e-02
